MetaG.module	MetaB.module	Species	delta.spearman.r
MetaG_M00001	MetaB_MEdarkmagenta	Selenomonas_sp_oral_taxon_126	0.00509699999999999
MetaG_M00001	MetaB_MEdarkmagenta	Selenomonas_sp_oral_taxon_920	0.00588530000000001
MetaG_M00001	MetaB_MEdarkmagenta	Sneathia_amnii	0.0039119
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_gordonii	0.00442619999999999
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_intermedius	0.00521440000000001
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_mitis	0.0115148
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_pneumoniae	0.00658410000000001
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_salivarius	0.0059468
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_sanguinis	0.00682449999999998
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_sp_LPB0220	0.0046051
MetaG_M00001	MetaB_MEdarkmagenta	Streptococcus_sp_oral_taxon_431	0.00639399999999998
MetaG_M00001	MetaB_MEdarkmagenta	Tannerella_sp_oral_taxon_HOT-286	0.00544919999999999
MetaG_M00001	MetaB_MEdarkmagenta	Treponema_putidum	0.00445969999999998
MetaG_M00001	MetaB_MEdarkmagenta	Treponema_sp_OMZ_838	0.0055219
MetaG_M00001	MetaB_MEdarkmagenta	Veillonella_atypica	0.00669029999999998
MetaG_M00001	MetaB_MEdarkmagenta	Veillonella_dispar	0.0057064
MetaG_M00001	MetaB_MEdarkmagenta	Veillonella_parvula	0.0071543
MetaG_M00001	MetaB_MElightgreen	Acinetobacter_baumannii	-0.4021805
MetaG_M00001	MetaB_MElightgreen	Actinomyces_oris	-0.3930682
MetaG_M00001	MetaB_MElightgreen	Actinomyces_pacaensis	-0.392347
MetaG_M00001	MetaB_MElightgreen	Actinomyces_sp_oral_taxon_897	-0.3928837
MetaG_M00001	MetaB_MElightgreen	Actinomyces_viscosus	-0.3912849
MetaG_M00001	MetaB_MElightgreen	Aggregatibacter_aphrophilus	-0.3923359
MetaG_M00001	MetaB_MElightgreen	Bacteroides_heparinolyticus	-0.392811
MetaG_M00001	MetaB_MElightgreen	Campylobacter_concisus	-0.3923806
MetaG_M00001	MetaB_MElightgreen	Campylobacter_showae	-0.3931409
MetaG_M00001	MetaB_MElightgreen	Capnocytophaga_gingivalis	-0.393426
MetaG_M00001	MetaB_MElightgreen	Capnocytophaga_leadbetteri	-0.3918719
MetaG_M00001	MetaB_MElightgreen	Escherichia_coli	-0.4157147
MetaG_M00001	MetaB_MElightgreen	Fusobacterium_necrophorum	-0.3917265
MetaG_M00001	MetaB_MElightgreen	Fusobacterium_periodonticum	-0.3919054
MetaG_M00001	MetaB_MElightgreen	Gardnerella_vaginalis	-0.392811
MetaG_M00001	MetaB_MElightgreen	Gemella_haemolysans	-0.3914135
MetaG_M00001	MetaB_MElightgreen	Gemella_morbillorum	-0.3927384
MetaG_M00001	MetaB_MElightgreen	Haemophilus_influenzae	-0.3919949
MetaG_M00001	MetaB_MElightgreen	Haemophilus_parahaemolyticus	-0.3967075
MetaG_M00001	MetaB_MElightgreen	Haemophilus_parainfluenzae	-0.3927048
MetaG_M00001	MetaB_MElightgreen	Lachnoanaerobaculum_umeaense	-0.3922073
MetaG_M00001	MetaB_MElightgreen	Lachnospiraceae_bacterium	-0.3909439
MetaG_M00001	MetaB_MElightgreen	Lachnospiraceae_bacterium_GAM79	-0.3923023
MetaG_M00001	MetaB_MElightgreen	Lachnospiraceae_bacterium_oral_taxon_500	-0.391078
MetaG_M00001	MetaB_MElightgreen	Lactobacillus_salivarius	-0.3917657
MetaG_M00001	MetaB_MElightgreen	Lautropia_mirabilis	-0.3863374
MetaG_M00001	MetaB_MElightgreen	Leptotrichia_sp_oral_taxon_212	-0.3922576
MetaG_M00001	MetaB_MElightgreen	Leptotrichia_sp_oral_taxon_498	-0.3931409
MetaG_M00001	MetaB_MElightgreen	Leptotrichia_wadei	-0.3931297
MetaG_M00001	MetaB_MElightgreen	Megasphaera_hexanoica	-0.3937223
MetaG_M00001	MetaB_MElightgreen	Mogibacterium_diversum	-0.3916371
MetaG_M00001	MetaB_MElightgreen	Moraxella_catarrhalis	-0.35556261
MetaG_M00001	MetaB_MElightgreen	Neisseria_elongata	-0.3928669
MetaG_M00001	MetaB_MElightgreen	Neisseria_meningitidis	-0.392811
MetaG_M00001	MetaB_MElightgreen	Neisseria_mucosa	-0.392129
MetaG_M00001	MetaB_MElightgreen	Neisseria_subflava	-0.4008835
MetaG_M00001	MetaB_MElightgreen	Parvimonas_micra	-0.3922856
MetaG_M00001	MetaB_MElightgreen	Porphyromonas_gingivalis	-0.3907258
MetaG_M00001	MetaB_MElightgreen	Prevotella_denticola	-0.3932247
MetaG_M00001	MetaB_MElightgreen	Prevotella_intermedia	-0.3910333
MetaG_M00001	MetaB_MElightgreen	Prevotella_jejuni	-0.3866505
MetaG_M00001	MetaB_MElightgreen	Prevotella_melaninogenica	-0.3902954
MetaG_M00001	MetaB_MElightgreen	Prevotella_oris	-0.3906699
MetaG_M00001	MetaB_MElightgreen	Pseudomonas_aeruginosa	-0.34668515
MetaG_M00001	MetaB_MElightgreen	Pseudomonas_putida	-0.3987536
MetaG_M00001	MetaB_MElightgreen	Ralstonia_mannitolilytica	-0.3941807
MetaG_M00001	MetaB_MElightgreen	Rothia_dentocariosa	-0.3930123
MetaG_M00001	MetaB_MElightgreen	Rothia_mucilaginosa	-0.3930626
MetaG_M00001	MetaB_MElightgreen	Ruania_sp_HY168	-0.3885009
MetaG_M00001	MetaB_MElightgreen	Ruminococcus_bicirculans	-0.3930458
MetaG_M00001	MetaB_MElightgreen	Saccharibacteria	-0.3785892
MetaG_M00001	MetaB_MElightgreen	Schaalia_odontolytica	-0.393057
MetaG_M00001	MetaB_MElightgreen	Selenomonas_sp_oral_taxon_126	-0.3926545
MetaG_M00001	MetaB_MElightgreen	Selenomonas_sp_oral_taxon_920	-0.3924141
MetaG_M00001	MetaB_MElightgreen	Sneathia_amnii	-0.3938508
MetaG_M00001	MetaB_MElightgreen	Streptococcus_gordonii	-0.3931912
MetaG_M00001	MetaB_MElightgreen	Streptococcus_intermedius	-0.392811
MetaG_M00001	MetaB_MElightgreen	Streptococcus_mitis	-0.387858
MetaG_M00001	MetaB_MElightgreen	Streptococcus_pneumoniae	-0.3900606
MetaG_M00001	MetaB_MElightgreen	Streptococcus_salivarius	-0.3925818
MetaG_M00001	MetaB_MElightgreen	Streptococcus_sanguinis	-0.3913911
MetaG_M00001	MetaB_MElightgreen	Streptococcus_sp_LPB0220	-0.3917936
MetaG_M00001	MetaB_MElightgreen	Streptococcus_sp_oral_taxon_431	-0.3916259
MetaG_M00001	MetaB_MElightgreen	Tannerella_sp_oral_taxon_HOT-286	-0.3859014
MetaG_M00001	MetaB_MElightgreen	Treponema_putidum	-0.3932527
MetaG_M00001	MetaB_MElightgreen	Treponema_sp_OMZ_838	-0.389373
MetaG_M00001	MetaB_MElightgreen	Veillonella_atypica	-0.3911339
MetaG_M00001	MetaB_MElightgreen	Veillonella_dispar	-0.3922744
MetaG_M00001	MetaB_MElightgreen	Veillonella_parvula	-0.3903681
MetaG_M00001	MetaB_MEplum1	Acinetobacter_baumannii	-0.00531709999999999
MetaG_M00001	MetaB_MEplum1	Actinomyces_oris	-0.0106111
MetaG_M00001	MetaB_MEplum1	Actinomyces_pacaensis	-0.0103204
MetaG_M00001	MetaB_MEplum1	Actinomyces_sp_oral_taxon_897	-0.00989000000000001
MetaG_M00001	MetaB_MEplum1	Actinomyces_viscosus	-0.0112764
MetaG_M00001	MetaB_MEplum1	Aggregatibacter_aphrophilus	-0.0106223
MetaG_M00001	MetaB_MEplum1	Bacteroides_heparinolyticus	-0.00974459999999999
MetaG_M00001	MetaB_MEplum1	Campylobacter_concisus	-0.0105049
MetaG_M00001	MetaB_MEplum1	Campylobacter_showae	-0.00905140000000001
MetaG_M00001	MetaB_MEplum1	Capnocytophaga_gingivalis	-0.0100689
MetaG_M00001	MetaB_MEplum1	Capnocytophaga_leadbetteri	-0.00920799999999999
MetaG_M00001	MetaB_MEplum1	Escherichia_coli	0.0309978
MetaG_M00001	MetaB_MEplum1	Fusobacterium_necrophorum	-0.0085259
MetaG_M00001	MetaB_MEplum1	Fusobacterium_periodonticum	-0.010326
MetaG_M00001	MetaB_MEplum1	Gardnerella_vaginalis	-0.00974459999999999
MetaG_M00001	MetaB_MEplum1	Gemella_haemolysans	-0.010572
MetaG_M00001	MetaB_MEplum1	Gemella_morbillorum	-0.0098229
MetaG_M00001	MetaB_MEplum1	Haemophilus_influenzae	-0.0115056
MetaG_M00001	MetaB_MEplum1	Haemophilus_parahaemolyticus	-0.00971669999999999
MetaG_M00001	MetaB_MEplum1	Haemophilus_parainfluenzae	-0.00915760000000002
MetaG_M00001	MetaB_MEplum1	Lachnoanaerobaculum_umeaense	-0.00924150000000001
MetaG_M00001	MetaB_MEplum1	Lachnospiraceae_bacterium	-0.0100801
MetaG_M00001	MetaB_MEplum1	Lachnospiraceae_bacterium_GAM79	-0.0098173
MetaG_M00001	MetaB_MEplum1	Lachnospiraceae_bacterium_oral_taxon_500	-0.00741350000000002
MetaG_M00001	MetaB_MEplum1	Lactobacillus_salivarius	-0.00972230000000002
MetaG_M00001	MetaB_MEplum1	Lautropia_mirabilis	-0.00545129999999999
MetaG_M00001	MetaB_MEplum1	Leptotrichia_sp_oral_taxon_212	-0.0088222
MetaG_M00001	MetaB_MEplum1	Leptotrichia_sp_oral_taxon_498	-0.0105049
MetaG_M00001	MetaB_MEplum1	Leptotrichia_wadei	-0.0090403
MetaG_M00001	MetaB_MEplum1	Megasphaera_hexanoica	-0.0078271
MetaG_M00001	MetaB_MEplum1	Mogibacterium_diversum	-0.0108124
MetaG_M00001	MetaB_MEplum1	Moraxella_catarrhalis	-0.0445725
MetaG_M00001	MetaB_MEplum1	Neisseria_elongata	-0.0089284
MetaG_M00001	MetaB_MEplum1	Neisseria_meningitidis	-0.00974459999999999
MetaG_M00001	MetaB_MEplum1	Neisseria_mucosa	-0.0110584
MetaG_M00001	MetaB_MEplum1	Neisseria_subflava	-0.00102930000000001
MetaG_M00001	MetaB_MEplum1	Parvimonas_micra	-0.0107621
MetaG_M00001	MetaB_MEplum1	Porphyromonas_gingivalis	-0.0099235
MetaG_M00001	MetaB_MEplum1	Prevotella_denticola	-0.00968869999999999
MetaG_M00001	MetaB_MEplum1	Prevotella_intermedia	-0.011064
MetaG_M00001	MetaB_MEplum1	Prevotella_jejuni	-0.013725
MetaG_M00001	MetaB_MEplum1	Prevotella_melaninogenica	-0.0120031
MetaG_M00001	MetaB_MEplum1	Prevotella_oris	-0.010136
MetaG_M00001	MetaB_MEplum1	Pseudomonas_aeruginosa	-0.0624839
MetaG_M00001	MetaB_MEplum1	Pseudomonas_putida	-0.00476360000000001
MetaG_M00001	MetaB_MEplum1	Ralstonia_mannitolilytica	-0.0096608
MetaG_M00001	MetaB_MEplum1	Rothia_dentocariosa	-0.0151002
MetaG_M00001	MetaB_MEplum1	Rothia_mucilaginosa	-0.00589290000000001
MetaG_M00001	MetaB_MEplum1	Ruania_sp_HY168	-0.0120367
MetaG_M00001	MetaB_MEplum1	Ruminococcus_bicirculans	-0.0102254
MetaG_M00001	MetaB_MEplum1	Saccharibacteria	-0.0339005
MetaG_M00001	MetaB_MEplum1	Schaalia_odontolytica	-0.00921910000000001
MetaG_M00001	MetaB_MEplum1	Selenomonas_sp_oral_taxon_126	-0.00919120000000001
MetaG_M00001	MetaB_MEplum1	Selenomonas_sp_oral_taxon_920	-0.0102645
MetaG_M00001	MetaB_MEplum1	Sneathia_amnii	-0.0082073
MetaG_M00001	MetaB_MEplum1	Streptococcus_gordonii	-0.00921360000000002
MetaG_M00001	MetaB_MEplum1	Streptococcus_intermedius	-0.00974459999999999
MetaG_M00001	MetaB_MEplum1	Streptococcus_mitis	-0.0156089
MetaG_M00001	MetaB_MEplum1	Streptococcus_pneumoniae	-0.0125119
MetaG_M00001	MetaB_MEplum1	Streptococcus_salivarius	-0.0106167
MetaG_M00001	MetaB_MEplum1	Streptococcus_sanguinis	-0.0105888
MetaG_M00001	MetaB_MEplum1	Streptococcus_sp_LPB0220	-0.0107341
MetaG_M00001	MetaB_MEplum1	Streptococcus_sp_oral_taxon_431	-0.0106335
MetaG_M00001	MetaB_MEplum1	Tannerella_sp_oral_taxon_HOT-286	-0.0077489
MetaG_M00001	MetaB_MEplum1	Treponema_putidum	-0.00937570000000001
MetaG_M00001	MetaB_MEplum1	Treponema_sp_OMZ_838	-0.00768740000000001
MetaG_M00001	MetaB_MEplum1	Veillonella_atypica	-0.0100968
MetaG_M00001	MetaB_MEplum1	Veillonella_dispar	-0.0099291
MetaG_M00001	MetaB_MEplum1	Veillonella_parvula	-0.0114161
MetaG_M00001	MetaB_MEred	Acinetobacter_baumannii	-0.00470570000000001
MetaG_M00001	MetaB_MEred	Actinomyces_oris	-0.0054381
MetaG_M00001	MetaB_MEred	Actinomyces_pacaensis	-0.00544360000000002
MetaG_M00001	MetaB_MEred	Actinomyces_sp_oral_taxon_897	-0.00475600000000001
MetaG_M00001	MetaB_MEred	Actinomyces_viscosus	-0.0064611
MetaG_M00001	MetaB_MEred	Aggregatibacter_aphrophilus	-0.00564490000000001
MetaG_M00001	MetaB_MEred	Bacteroides_heparinolyticus	-0.00454360000000001
MetaG_M00001	MetaB_MEred	Campylobacter_concisus	-0.00540450000000001
MetaG_M00001	MetaB_MEred	Campylobacter_showae	-0.0046554
MetaG_M00001	MetaB_MEred	Capnocytophaga_gingivalis	-0.0049573
MetaG_M00001	MetaB_MEred	Capnocytophaga_leadbetteri	-0.00552750000000002
MetaG_M00001	MetaB_MEred	Escherichia_coli	0.0418059
MetaG_M00001	MetaB_MEred	Fusobacterium_necrophorum	-0.00499080000000002
MetaG_M00001	MetaB_MEred	Fusobacterium_periodonticum	-0.0059244
MetaG_M00001	MetaB_MEred	Gardnerella_vaginalis	-0.00454360000000001
MetaG_M00001	MetaB_MEred	Gemella_haemolysans	-0.0061592
MetaG_M00001	MetaB_MEred	Gemella_morbillorum	-0.00462190000000001
MetaG_M00001	MetaB_MEred	Haemophilus_influenzae	-0.0042026
MetaG_M00001	MetaB_MEred	Haemophilus_parahaemolyticus	-0.000792500000000002
MetaG_M00001	MetaB_MEred	Haemophilus_parainfluenzae	-0.0060306
MetaG_M00001	MetaB_MEred	Lachnoanaerobaculum_umeaense	-0.0049014
MetaG_M00001	MetaB_MEred	Lachnospiraceae_bacterium	-0.00676860000000001
MetaG_M00001	MetaB_MEred	Lachnospiraceae_bacterium_GAM79	-0.00544360000000002
MetaG_M00001	MetaB_MEred	Lachnospiraceae_bacterium_oral_taxon_500	-0.00807670000000002
MetaG_M00001	MetaB_MEred	Lactobacillus_salivarius	-0.0055722
MetaG_M00001	MetaB_MEred	Lautropia_mirabilis	0.00248899999999999
MetaG_M00001	MetaB_MEred	Leptotrichia_sp_oral_taxon_212	-0.00464420000000001
MetaG_M00001	MetaB_MEred	Leptotrichia_sp_oral_taxon_498	-0.0047616
MetaG_M00001	MetaB_MEred	Leptotrichia_wadei	-0.0043368
MetaG_M00001	MetaB_MEred	Megasphaera_hexanoica	-0.00620950000000001
MetaG_M00001	MetaB_MEred	Mogibacterium_diversum	-0.0061648
MetaG_M00001	MetaB_MEred	Moraxella_catarrhalis	-0.0423455
MetaG_M00001	MetaB_MEred	Neisseria_elongata	-0.00459390000000001
MetaG_M00001	MetaB_MEred	Neisseria_meningitidis	-0.00454360000000001
MetaG_M00001	MetaB_MEred	Neisseria_mucosa	-0.00571760000000002
MetaG_M00001	MetaB_MEred	Neisseria_subflava	0.00211449999999999
MetaG_M00001	MetaB_MEred	Parvimonas_micra	-0.0053542
MetaG_M00001	MetaB_MEred	Porphyromonas_gingivalis	-0.00477840000000002
MetaG_M00001	MetaB_MEred	Prevotella_denticola	-0.00453800000000001
MetaG_M00001	MetaB_MEred	Prevotella_intermedia	-0.0047952
MetaG_M00001	MetaB_MEred	Prevotella_jejuni	-0.00652260000000002
MetaG_M00001	MetaB_MEred	Prevotella_melaninogenica	-0.00733320000000001
MetaG_M00001	MetaB_MEred	Prevotella_oris	-0.00571760000000002
MetaG_M00001	MetaB_MEred	Pseudomonas_aeruginosa	-0.0545827
MetaG_M00001	MetaB_MEred	Pseudomonas_putida	0.000493300000000002
MetaG_M00001	MetaB_MEred	Ralstonia_mannitolilytica	-0.00357650000000001
MetaG_M00001	MetaB_MEred	Rothia_dentocariosa	-0.00838420000000001
MetaG_M00001	MetaB_MEred	Rothia_mucilaginosa	-0.00153040000000002
MetaG_M00001	MetaB_MEred	Ruania_sp_HY168	-0.00619830000000002
MetaG_M00001	MetaB_MEred	Ruminococcus_bicirculans	-0.00552750000000002
MetaG_M00001	MetaB_MEred	Saccharibacteria	-0.0254012
MetaG_M00001	MetaB_MEred	Schaalia_odontolytica	-0.0045771
MetaG_M00001	MetaB_MEred	Selenomonas_sp_oral_taxon_126	-0.00443180000000001
MetaG_M00001	MetaB_MEred	Selenomonas_sp_oral_taxon_920	-0.00520329999999999
MetaG_M00001	MetaB_MEred	Sneathia_amnii	-0.0042809
MetaG_M00001	MetaB_MEred	Streptococcus_gordonii	-0.0038784
MetaG_M00001	MetaB_MEred	Streptococcus_intermedius	-0.00454360000000001
MetaG_M00001	MetaB_MEred	Streptococcus_mitis	-0.00978180000000001
MetaG_M00001	MetaB_MEred	Streptococcus_pneumoniae	-0.00677420000000001
MetaG_M00001	MetaB_MEred	Streptococcus_salivarius	-0.00628780000000001
